categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title
"[{""id"":8,""category"":""Customer Service""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273538,7/4/2023,7/4/2023,0,7,92,1,3,,Junior Executive,THE TALENT NETWORK PRIVATE LIMITED,2800,2600,Monthly,0,Closed,"Customer Service Officer ( Face To Face ) - Up To $ 2,800.00 / MNC/ Central Area, 4 Days Work Week (Include Weekend), Office Hour"
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273521,7/4/2023,7/4/2023,0,9,86,5,1,,Manager,PEOPLE PROFILERS PTE. LTD.,4500,4000,Monthly,0,Closed,Assistant Admin Manager (Education/4.5k/West/5 days)
"[{""id"":21,""category"":""Information Technology""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273510,7/4/2023,7/4/2023,0,3,64,7,1,,Manager,PEOPLE PROFILERS PTE. LTD.,11000,9000,Monthly,0,Closed,"Assistant Manager/Manager, Cyber Security (Automotive/11k/West/5 days)"
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273544,7/4/2023,7/4/2023,0,0,32,3,1,,Professional,THE TALENT NETWORK PRIVATE LIMITED,5000,4800,Monthly,0,Closed,"Speech Therapist ( Welfare Organisation) - Up to $ 5,000.00 + AWS + VB / Island-wide area - 2 openings"
"[{""id"":21,""category"":""Information Technology""}]",Full Time,7/5/2023,FALSE,MCF-2023-0187374,7/4/2023,9/3/2023,1,1,55,3,1,,Senior Executive,HUBBED PTE. LTD.,10000,6000,Monthly,0,Closed,Senior Network Server Engineer
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""}]",Permanent,28/4/2023,FALSE,MCF-2023-0273626,7/4/2023,7/4/2023,0,25,186,4,1,,Manager,ADECCO PERSONNEL PTE LTD,6000,4000,Monthly,0,Closed,"English Curriculum Manager (Education | Up to $6,000)"
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273522,7/4/2023,7/4/2023,0,1,53,2,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3500,2500,Monthly,0,Closed,Administrative Executive (Education/3.2k/West/5 days)
"[{""id"":11,""category"":""Engineering""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273612,7/4/2023,7/4/2023,0,16,203,0,1,,Fresh/entry level,HPC AI TECHNOLOGY PTE. LTD.,7500,5000,Monthly,0,Closed,NLP Algorithm Engineer
"[{""id"":11,""category"":""Engineering""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273520,7/4/2023,7/4/2023,0,1,70,5,1,,Executive,PEOPLE PROFILERS PTE. LTD.,5500,4500,Monthly,0,Closed,Project Engineer (West/Telecommunication/5.5k/5.5 days)
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273550,7/4/2023,7/4/2023,0,0,42,5,1,,Executive,PEOPLE PROFILERS PTE. LTD.,6500,5000,Monthly,0,Closed,Traffic Engineer (Construction/6.5k/West/5.5 days)
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273637,7/4/2023,7/4/2023,0,37,347,8,1,,Manager,BEATHCHAPMAN (PTE. LTD.),7000,6000,Monthly,0,Closed,Customer Service Manager
"[{""id"":41,""category"":""Others""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273611,7/4/2023,7/4/2023,0,15,128,5,1,,Manager,ACHIEVE CAREER CONSULTANT PTE LTD,8500,7000,Monthly,0,Closed,"Manager, Business Analyst | Global"
"[{""id"":21,""category"":""Information Technology""}]",Contract,21/4/2023,FALSE,MCF-2023-0273614,7/4/2023,7/4/2023,0,2,77,8,1,,Senior Executive,AEA INTERNATIONAL HOLDINGS PTE. LTD.,12000,10000,Monthly,0,Closed,Global Network SME
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,7/5/2023,FALSE,MCF-2023-0273606,7/4/2023,7/4/2023,0,4,63,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,1200,1000,Monthly,0,Closed,Operations & Marketing Intern (FUN Environment)
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273534,7/4/2023,7/4/2023,0,0,34,2,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3100,2500,Monthly,0,Closed,Operations Executive (Engineering/3k/west/5.5 days)
"[{""id"":15,""category"":""F&B""}]",Part Time,7/5/2023,FALSE,MCF-2023-0273531,7/4/2023,7/4/2023,0,20,287,2,2,,Junior Executive,LEBONHEUR PTE. LTD.,2800,2000,Monthly,0,Closed,Cafe Crew / Barista / East
"[{""id"":10,""category"":""Education and Training""}]",Full Time,7/5/2023,FALSE,MCF-2023-0182195,7/4/2023,7/3/2023,1,7,151,2,1,,Professional,CARPE DIEM @ ITE PTE. LTD.,3300,2800,Monthly,0,Closed,Preschool English Teacher needed
"[{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273511,7/4/2023,7/4/2023,0,47,383,4,1,,Executive,WORKFORCE OPTIMIZER PTE. LTD.,8500,6000,Monthly,0,Closed,Data Scientist
"[{""id"":11,""category"":""Engineering""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273576,7/4/2023,7/4/2023,0,9,84,5,1,,Manager,PEOPLE PROFILERS PTE. LTD.,9000,8000,Monthly,0,Closed,"Manager, Aftersales (Automotive/9k/West/5 days)"
"[{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273670,7/4/2023,7/4/2023,0,2,60,1,15,,Junior Executive,MEGA SCOOP PTE. LTD.,3000,1650,Monthly,0,Closed,Full Time Crew / Shift Supervisor / Asst Outlet Manager / Outlet Manager
"[{""id"":10,""category"":""Education and Training""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273562,7/4/2023,7/4/2023,0,1,42,3,1,,Executive,PEOPLE PROFILERS PTE. LTD.,4200,3600,Monthly,0,Closed,"English Teacher, Early Childhood (Education/4.2k/5 days)"
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,7/5/2023,FALSE,MCF-2023-0273605,7/4/2023,7/4/2023,0,6,112,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,IMMEDIATE HIRING Full-Time Tuition Coordinator (Fun Environment) #SGUnitedJobs
"[{""id"":17,""category"":""General Work""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273575,7/4/2023,7/4/2023,0,3,113,2,1,,Non-executive,MEGAWATTS ENGINEERING SERVICES PTE LTD,2500,1800,Monthly,0,Closed,STORE ASSISTANT
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,7/5/2023,FALSE,MCF-2023-0075426,7/4/2023,31/1/2023,2,3,117,0,2,,Junior Executive,VERVENDEAVOUR (PTE.) LTD.,2200,1600,Monthly,0,Closed,CLINIC ASSISTANT INTERM
"[{""id"":11,""category"":""Engineering""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273578,7/4/2023,7/4/2023,0,0,60,2,2,,Senior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4000,2000,Monthly,0,Closed,Electronic Technician/Engineer (Electronics/Electrical/PCB/BOM)
"[{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""},{""id"":29,""category"":""Professional Services""}]",Full Time,7/5/2023,FALSE,MCF-2023-0085891,7/4/2023,3/2/2023,2,305,3919,2,2,,Professional,TABLEPOINTER PTE. LTD.,5000,3500,Monthly,0,Closed,Enterprise Sales
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273591,7/4/2023,7/4/2023,0,4,109,1,2,,Professional,Y&Y VIETNAM CUISINE (PTE. LTD.),7500,4500,Monthly,0,Closed,Bartender
"[{""id"":5,""category"":""Banking and Finance""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273633,7/4/2023,7/4/2023,0,15,166,15,1,,Middle Management,BEATHCHAPMAN (PTE. LTD.),22000,19000,Monthly,0,Closed,"Director, Cash Management Sales, Transaction Banking"
"[{""id"":41,""category"":""Others""}]",Permanent,10/6/2023,FALSE,MCF-2023-0273584,11/5/2023,7/4/2023,1,89,595,1,1,,Executive,PETROCHEMICAL CORPORATION OF SINGAPORE (PRIVATE) LIMITED,6000,4000,Monthly,0,Closed,Feedstock Procurement Officer
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273600,7/4/2023,7/4/2023,0,4,65,3,2,,Senior Executive,SEARCH PERSONNEL PRIVATE LIMITED,7000,4000,Monthly,0,Closed,Sales Executive/Engineer (Parts/Construction Equipment/Cranes)
"[{""id"":21,""category"":""Information Technology""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273621,7/4/2023,7/4/2023,0,0,40,6,1,,Professional,PERSOLKELLY SINGAPORE PTE. LTD.,9500,6500,Monthly,0,Closed,Senior Network Lead (CCIE with Network designing exp )- JYK
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273557,7/4/2023,7/4/2023,0,8,79,0,2,,Fresh/entry level,SEARCH PERSONNEL PRIVATE LIMITED,3000,2000,Monthly,0,Closed,linic Assistant/Patient Services (Children's Clinic) - Up to $3000 Basic
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,30/7/2023,FALSE,MCF-2023-0273619,30/6/2023,7/4/2023,2,12,148,1,3,,Executive,HONEST CRAFTERS PTE. LTD.,3200,2300,Monthly,0,Re-open,Online Sales Executive
"[{""id"":11,""category"":""Engineering""}]",Full Time,7/5/2023,TRUE,MCF-2022-0928317,7/4/2023,26/11/2022,1,8,255,3,3,,Executive,L-GLOBAL CONSULTANT PTE. LTD.,4800,3300,Monthly,0,Closed,Air-Con Technician
"[{""id"":42,""category"":""Wholesale Trade""}]",Full Time,14/4/2023,FALSE,MCF-2023-0273617,7/4/2023,7/4/2023,0,1,40,2,1,,Junior Executive,PACKMAN SG PTE. LTD.,2500,2200,Monthly,0,Closed,Driver Cum Logistics
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,28/5/2023,FALSE,MCF-2023-0117565,7/5/2023,13/2/2023,2,4,95,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,8000,5000,Monthly,0,Closed,System Designer / AV / UC / MNC Company
"[{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":41,""category"":""Others""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273610,7/4/2023,7/4/2023,0,2,77,4,1,,Professional,THE RESOLUTE HUNTER PTE. LTD.,17000,10000,Monthly,0,Closed,Commodities MNC- Openlink Endur Developer
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,7/5/2023,FALSE,MCF-2023-0173355,7/4/2023,4/3/2023,1,8,422,3,1,,Executive,THE ICE CREAM & COOKIE CO. PTE. LTD.,3000,2800,Monthly,0,Closed,Accounts & Admin Executive
"[{""id"":41,""category"":""Others""}]",Full Time,14/4/2023,FALSE,MCF-2023-0022054,7/4/2023,9/1/2023,2,2,153,3,1,,Professional,ARTHESDAM JEWELLERY PTE LTD,3500,2500,Monthly,0,Closed,Goldsmith
"[{""id"":4,""category"":""Architecture / Interior Design""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273618,7/4/2023,7/4/2023,0,1,42,1,2,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4500,2500,Monthly,0,Closed,Architectural/Project Assistant (Building Codes/Regulations)
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,14/4/2023,FALSE,MCF-2023-0126320,7/4/2023,16/2/2023,2,0,56,1,15,,Executive,ARTHESDAM JEWELLERY PTE LTD,3000,2200,Monthly,0,Closed,Sales Executive
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,7/5/2023,FALSE,MCF-2023-0273604,7/4/2023,7/4/2023,0,7,101,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,"IMMEDIATE HIRING Operations & Admin Executive (Education Business, Fun Environment) #SGUnitedJobs"
"[{""id"":10,""category"":""Education and Training""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273565,7/4/2023,7/4/2023,0,1,47,3,1,,Executive,PEOPLE PROFILERS PTE. LTD.,4000,3300,Monthly,0,Closed,Early Childhood Educator (Education/4k/5 days)
"[{""id"":21,""category"":""Information Technology""}]",Contract,14/4/2023,FALSE,MCF-2023-0273675,7/4/2023,7/4/2023,0,0,25,5,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,7000,5000,Monthly,0,Closed,Senior Systems Engineer
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273700,7/4/2023,7/4/2023,0,1,22,8,3,,Manager,NEW MJ RESTAURANTS PTE. LTD.,5000,3000,Monthly,0,Closed,Senior Supervisor
"[{""id"":17,""category"":""General Work""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273571,7/4/2023,7/4/2023,0,2,60,1,2,,Non-executive,SEARCH PERSONNEL PRIVATE LIMITED,2800,2000,Monthly,0,Closed,Audio Visual (AV) Installer/Technician (Training Provided)
"[{""id"":5,""category"":""Banking and Finance""},{""id"":21,""category"":""Information Technology""}]",Full Time,28/4/2023,FALSE,MCF-2023-0273672,7/4/2023,7/4/2023,0,25,264,8,1,,Senior Management,ARUKAH CAPITAL PTE. LTD.,12000,8000,Monthly,0,Closed,Credit Investment Officer
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273680,7/4/2023,7/4/2023,0,8,102,2,1,,Non-executive,BORNEO MOTORS (SINGAPORE) PTE. LTD.,3000,2500,Monthly,0,Closed,Automotive Claims Officer
"[{""id"":41,""category"":""Others""}]",Permanent,11/6/2023,FALSE,MCF-2023-0273582,12/5/2023,7/4/2023,2,96,1003,7,1,,Middle Management,SHOPEE SINGAPORE PRIVATE LIMITED,18000,14000,Monthly,0,Closed,"Senior Manager, Operations"
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":6,""category"":""Building and Construction""}]",Full Time,7/6/2023,FALSE,MCF-2023-0176339,8/5/2023,6/3/2023,2,5,216,1,2,,Professional,JIN MA CONSTRUCTION PTE. LTD.,4500,3500,Monthly,0,Closed,designer
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,4/7/2023,FALSE,MCF-2023-0273601,4/6/2023,7/4/2023,2,9,282,2,1,,Executive,COSMOPOLIS HOLDINGS PTE. LTD.,3000,2600,Monthly,0,Re-open,Accounts Executive
"[{""id"":2,""category"":""Admin / Secretarial""}]",Part Time,7/5/2023,FALSE,MCF-2023-0273624,7/4/2023,7/4/2023,0,36,336,5,1,,Non-executive,I PLUS Q HUMAN RESOURCES PTE LTD,2800,2500,Monthly,0,Closed,Secretary (Part-time / MNC)
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273693,7/4/2023,7/4/2023,0,22,175,6,2,,Senior Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Finance and Administrative Manager
"[{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,21/4/2023,TRUE,MCF-2023-0273404,7/4/2023,7/4/2023,0,4,65,3,1,,Non-executive,SANNET MANPOWER SERVICES,4300,2800,Monthly,0,Closed,SHOP SALES EXECUTIVE
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273453,7/4/2023,7/4/2023,0,0,30,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Staff Nurse -Dermatology Clinic | 5.5 days
"[{""id"":13,""category"":""Environment / Health""}]",Permanent,9/7/2023,FALSE,MCF-2023-0273382,9/6/2023,7/4/2023,1,27,293,3,3,,Executive,ENGIE SERVICES SINGAPORE PTE. LTD.,5500,3500,Monthly,0,Re-open,EHS Officer
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273421,7/4/2023,7/4/2023,0,0,58,2,1,,Professional,ABER CARE PTE. LTD.,1800,1600,Monthly,0,Closed,Nursing Aide ( Home Care/ Stay Out)
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273462,7/4/2023,7/4/2023,0,0,47,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,2400,2000,Monthly,0,Closed,Warehouse Assistant (Kaki Bukit / Forklift) 0809
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273463,7/4/2023,7/4/2023,0,0,40,1,1,,Executive,THE SUPREME HR ADVISORY PTE. LTD.,2400,1800,Monthly,0,Closed,Storekeeper (5.5days / Redhill / Microsoft) 0809
"[{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""}]",Permanent,27/5/2023,FALSE,MCF-2023-0273469,27/4/2023,7/4/2023,1,193,1250,11,1,,Senior Management,EMBER RECRUITMENT PTE. LTD.,18000,15000,Monthly,0,Closed,Director (Education/ Training & Development)
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273465,7/4/2023,7/4/2023,0,2,51,3,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,4200,2800,Monthly,0,Closed,Senior Shipping Executive (Tai Seng) 0809
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273429,7/4/2023,7/4/2023,0,3,37,1,1,,Non-executive,ABER CARE PTE. LTD.,2200,1600,Monthly,0,Closed,Care Support Associate- Senior Care Center ( Mon to Fri )
"[{""id"":8,""category"":""Customer Service""}]",Full Time,21/4/2023,TRUE,MCF-2023-0273459,7/4/2023,7/4/2023,0,8,82,3,2,,Middle Management,EZ EMPLOYMENT PTE. LTD.,4500,3500,Monthly,0,Closed,Operations Supervisor
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273567,7/4/2023,7/4/2023,0,5,78,6,1,,Senior Executive,PEOPLE PROFILERS PTE. LTD.,7200,6500,Monthly,0,Closed,Senior Accountant (7.2k / west / 5 days/contract)
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,7/6/2023,FALSE,MCF-2023-0178893,8/5/2023,6/3/2023,2,65,680,0,2,,Junior Executive,VERVENDEAVOUR (PTE.) LTD.,2500,1600,Monthly,0,Closed,phlebotomist intern
"[{""id"":13,""category"":""Environment / Health""},{""id"":15,""category"":""F&B""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273452,7/4/2023,7/4/2023,0,1,38,2,1,,Manager,ABER CARE PTE. LTD.,3500,3000,Monthly,0,Closed,Kitchen Supervisor ( Nursing Home )
"[{""id"":20,""category"":""Human Resources""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273535,7/4/2023,7/4/2023,0,4,46,5,1,,Manager,THE TALENT NETWORK PRIVATE LIMITED,7000,6500,Monthly,0,Closed,"HR Manager , Com & Ben / Performance & Rewards - $ 7,000.00 + AWS + Bonuses / Central Area"
"[{""id"":21,""category"":""Information Technology""},{""id"":41,""category"":""Others""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273467,7/4/2023,7/4/2023,0,1,63,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,2600,2300,Monthly,0,Closed,IT Support Engineer L1 (MST) (Redhill) 0809
"[{""id"":2,""category"":""Admin / Secretarial""}]",Contract,14/4/2023,FALSE,MCF-2023-0273686,7/4/2023,7/4/2023,0,1,45,1,20,,Fresh/entry level,APBA TG HUMAN RESOURCE PTE. LTD.,2000,1900,Monthly,0,Closed,Temp Admin Assistant II $11.50 per hour II 6 Months - 1 Year
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""}]",Contract,16/5/2023,FALSE,MCF-2023-0273413,16/4/2023,7/4/2023,2,1,78,5,1,,Fresh/entry level,WORKSTONE PTE. LTD.,2800,2000,Monthly,0,Closed,"Technician, Module - Up to $2.800 | Tuas  South| Entry Level"
"[{""id"":8,""category"":""Customer Service""}]",Full Time,21/4/2023,TRUE,MCF-2023-0273460,7/4/2023,7/4/2023,0,34,381,3,2,,Middle Management,EZ EMPLOYMENT PTE. LTD.,4500,3200,Monthly,0,Closed,Customer Service Executive
"[{""id"":21,""category"":""Information Technology""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273673,7/4/2023,7/4/2023,0,9,131,8,1,,Non-executive,DELL GLOBAL B.V. (SINGAPORE BRANCH),20000,10000,Monthly,0,Closed,Peripheral Principal Development Manager
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273694,7/4/2023,7/4/2023,0,2,37,8,3,,Manager,NEW MJ RESTAURANTS PTE. LTD.,5000,3000,Monthly,0,Closed,Supervisor
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":17,""category"":""General Work""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Part Time,7/5/2023,FALSE,MCF-2023-0181827,7/4/2023,7/3/2023,1,26,263,0,2,,Fresh/entry level,ALLSMILES DENTAL CARE BEDOK PTE. LTD.,3000,1500,Monthly,0,Closed,Dental Surgery Assistant
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""},{""id"":35,""category"":""Sales / Retail""}]",Part Time,12/7/2023,FALSE,MCF-2023-0273692,12/6/2023,7/4/2023,2,9,205,0,2,,Non-executive,THE CELLAR DOOR PTE LTD,3800,2200,Monthly,0,Re-open,Retail Executive- FNB ( Full/ Part time)
"[{""id"":19,""category"":""Hospitality""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273678,7/4/2023,7/4/2023,0,5,129,1,1,,Fresh/entry level,BEVERLY HOTEL PTE. LTD.,2000,1800,Monthly,0,Closed,Hotel Guest Service Officer
"[{""id"":7,""category"":""Consulting""},{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":29,""category"":""Professional Services""},{""id"":39,""category"":""Telecommunications""}]",Contract,7/5/2023,FALSE,MCF-2023-0273699,7/4/2023,7/4/2023,0,4,92,1,1,,Professional,ERP21 PTE LTD,6500,4500,Monthly,0,Closed,System Engineer (Telecommunication)
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273697,7/4/2023,7/4/2023,0,47,323,0,1,,Fresh/entry level,UPTAS LEARNING (BISHAN) PRIVATE LIMITED,4000,2700,Monthly,0,Closed,Admin & Customer Service Officer
"[{""id"":8,""category"":""Customer Service""},{""id"":9,""category"":""Design""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273683,7/4/2023,7/4/2023,0,1,52,1,1,,Non-executive,RENTADELLA PTE. LTD.,2500,2000,Monthly,0,Closed,Retail Operations Associate (must be able to sew!)
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273674,7/4/2023,7/4/2023,0,3,39,6,2,,Middle Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Assistant Manager
"[{""id"":21,""category"":""Information Technology""}]",Contract,14/4/2023,FALSE,MCF-2023-0273671,7/4/2023,7/4/2023,0,0,66,3,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,7000,5000,Monthly,0,Closed,Senior Software Engineer
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273530,7/4/2023,7/4/2023,0,2,84,0,8,,Fresh/entry level,SEARCH PERSONNEL PRIVATE LIMITED,2900,2000,Monthly,0,Closed,Learning Centre Admin/Receptionist (Customer Service/Retail Hours/Allowances Provided)
"[{""id"":3,""category"":""Advertising / Media""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273688,7/4/2023,7/4/2023,0,7,112,6,2,,Senior Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Advertising Sales Manager
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":20,""category"":""Human Resources""}]",Contract,14/4/2023,FALSE,MCF-2023-0273679,7/4/2023,7/4/2023,0,0,35,2,5,,Executive,APBA TG HUMAN RESOURCE PTE. LTD.,3850,3000,Monthly,0,Closed,Talent Acquisition Specialist II East II up to $3850 per month
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273438,7/4/2023,7/4/2023,0,1,188,2,1,,Professional,ABER CARE PTE. LTD.,2400,1600,Monthly,0,Closed,Nursing Aide ( Hospital )
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273432,7/4/2023,7/4/2023,0,2,81,1,1,,Non-executive,ABER CARE PTE. LTD.,2200,1800,Monthly,0,Closed,Healthcare Assistant ( Home Care )
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273696,7/4/2023,7/4/2023,0,1,59,0,1,,Junior Executive,SEARCH INDEX PTE. LTD.,2600,1800,Monthly,0,Closed,Warehouse Assistant (Class 3 Driving License)
